idnucleo,nuano,nuplacao,dtcriacao,nmplacao,txresultado,txindicador,txdescricao,dtpinicio,dtpfim,nmresponsavel,nmcolaboradores,nmparceiros,txrecursos,nmfiscal,dtultimaalteracao,stplacao,faceb
23030,2017,1,2017-10-31,Plano de Ação 2017,Adequar 50% das empresas do núcleo as exigências da Lei do Desmanche até Dezembro de 2018.,"Implantar a área de descontaminação isolada, contendo caixa separadora de água e óleo, bem como canaletas de contenção de fluidos nas empresas do núcleo.

Implementar sistema de controle operacional informatizado que permita a rastreabilidade",Trabalhar a adequação das empresas do núcleo de varejo automotivo da ACIUB as exigências da lei 12.977 de Maio de 2014,2017-09-01,2018-09-01,Marcus Vinicius Lúcio Ferreira,,,,,2020-01-22,termi,false
23030,2018,1,2018-02-22,Plano de Ação 2018,Adequar 50% das empresas do núcleo as exigências da Lei do Desmanche até Dezembro de 2018.,"Implantar a área de descontaminação isolada, contendo caixa separadora de água e óleo, bem como canaletas de contenção de fluidos nas empresas do núcleo. Implementar sistema de controle operacional informatizado que permita a rastreabilidade",Trabalhar a adequação das empresas do núcleo de varejo automotivo da ACIUB as exigências da lei 12.977 de Maio de 2014,2018-01-01,2018-12-30,Marcus Vinicius,,,,,2020-01-22,termi,false
23034,2018,1,2018-02-26,Implementação do sistema de irrigação,Elevar a produção durante o verão; evitar o desperdício de água;,,Implementação de um sistema de irrigação que irá levar água do açude para as terras de altitudes elevadas durante o verão.,2017-08-01,2017-10-30,Eng. Antônio,Luis e José Augusto,Prefeitura M. de S. M.,"Válvula de pé com crivo, conexões e tubulação de sucção, bomba, conexões e tubulação de recalque.",José Cicero,2018-02-26,termi,false
23034,2018,2,2018-02-26,OFICINA DE CAPACITAÇÃO EM PRODUÇÃO ORGÂNICA,Agregar valor ao produto; aumento na produção; a transição da produção convencional para a produção orgânica,,"A capacitação em produção orgânica irá capacitar os produtores rurais a estarem aptos a produzir orgânico, aumento em 30% o valor de seus produtos.",2017-09-06,2017-10-20,Alfredo Damião,Monique,Secretario de Agricultura,,Marcio Ferreira,2018-02-26,,false
23034,2018,3,2018-02-26,CASA DE FARINHA MÓVEL,"Agregar valor ao produto; atender diversos produtores com uma mesma máquina, aumentar a produção do agricultor familiar; desenvolver um novo produto",,"Casa de Farinha Móvel além de ser muito versátil e econômica,seus motores são de baixo consumo permitindo uma ligação em qualquer padrão monofásico",2018-04-01,2018-06-30,Antônio Careca,João Cicero e José Luis,Secretaria de Agricultura,,Hermann,2018-02-26,,false
23034,2018,4,2018-02-26,SISTEMA ECOLÓGICO PARA CRIAÇÃO DE PEIXES,"Redução dos custo, fácil manejo e utilização menos água",,Tecnologia para piscicultura com bioflocos permitirá reúso de água por três anos. A região que sofre com a falta de água terá mais um recurso.,2018-05-20,2018-06-30,Eng. Antônio,José Augusto,Secretária de Agricultura,"Tanque de 20 m³, aerador, gerador, tubulações e caixa de remoção de material orgânico.",João Silva,2018-02-26,,false
23034,2018,5,2018-02-27,VISITA TÉCNICA A FAZENDA TIBIRIÇA,,,"A FAZENDA TIBIRIÇÁ É UMA DAS MAIORES FORNECEDORAS DE LEGUMES E HORTALIÇAS DO MUNICÍPIO, CONTA COM UMA ESTRUTURA QUE PROMOVE TROCA DE NEGÓCIOS",2018-06-17,2018-06-18,PAULEANE MARIA,ANTONIO CARECA,SEAGRE,"transportes, consultoria para organização da visita",LUIS ANTONIO,2018-02-27,,false
23034,2018,6,2018-02-27,FEIRA ORGÂNICA AGROECOLÓGICA,"Essa iniciativa ajudará na comercialização da produção de pequenos agricultores, além de ofertar produtos livres de agrotóxicos. Essa feira fortalecerá os produtores orgânicos locais, aumentando a comercialização desses produtos .",,"A população poderá adquirir frutas, legumes, verduras, além de bolos e biscoitos, produzidos e cultivados por agricultores familiares do município.",2018-04-19,2018-04-19,MARIA JOSÉ,PAULO JOSE,Desenvolve e Parque Shopping,"Consultoria para organização da feira; transporte, aluguel de estande, banner, toldos.",Antonio Careca,2018-02-27,,false
23036,2017,1,2017-11-01,Plano de Ação 2017,"- Ter Uberlândia reconhecida como uma cidade de artesanato forte
- Capacitar as artesãs enquanto gestoras dos seus negócios
- Aumentar as vendas dos artesãos do núcleo
- Poder conhecer novas tendências do Artesanato","- Faturamento
- Novos canais de venda","Profissionalizar os artesãos, capacitá-los, atuar na obtenção de novos canais de venda. São alguns dos objetivos desse plano de ações.",2017-05-31,2017-12-31,Eduardo Gonçalves de Medeiros,Artesãs do núcleo e corpo técnico da ACIUB,"SEBRAE, Consultores diversos, Núcleos do Programa Empreender","- Consultores Externos
- Recursos Financeiros
- Salas para reuniões
- Recursos para realização das reuniões",Eduardo Gonçalves de Medeiros,2020-01-21,termi,false
23036,2018,1,2018-02-22,Plano de Ação 2018,Ter Uberlândia reconhecida como uma cidade de artesanato forte - Capacitar as artesãs enquanto gestoras dos seus negócios - Aumentar as vendas dos artesãos do núcleo - Poder conhecer novas tendências do Artesanato,Faturamento - Novos canais de venda,"Profissionalizar os artesãos, capacitá-los, atuar na obtenção de novos canais de venda. São alguns dos objetivos desse plano de ações.",2018-01-01,2018-12-30,Eduardo Gonçalves,,,Consultores Externos - Recursos Financeiros - Salas para reuniões - Recursos para realização das reuniões,,2020-01-21,termi,false
23036,2020,1,2020-01-20,Plano de Ação 2019,,,Fortalecimento Competitivo das empresas do ramo artesanal,2019-01-21,2019-12-20,Raphael Rezende,,,,,2020-01-20,termi,false
23037,2017,1,2017-11-15,Capacitação de Produtores,Desenvolvimento do negócio Queca e Lamparina,"Produtores utilizando as normas de qualidade e higiene, rotulação, finanças, organizacional pelo MEI","As capacitações são para corrigir a forma em que o Produtor vem trabalhando, baixo controle sanitário, sem nenhuma organização na gestão.",2017-07-01,2018-03-31,Helena,todos,Prefeitura Municpal< Emater.,"Humanos, financeiros, tecnológicos.",Jonas Custódio,2018-01-09,termi,false
23040,2017,1,2017-09-09,Feira de artesanatos todas as Sexta - Feira em Amargosa,- Fomentar a cultura artesanal na cidade - Promover negócios.,Segundo os empresários (as) essa oportunidade trarão olhos voltados para os artesões locais.,Geração de excedentes econômicos e reconhecimentos visando ganhar novos mercados.,2017-09-20,2022-01-10,Irandes,Consultora Empreender e ACE,Prefeitura,"Transporte, financeiros e horas técnicas.",Consultora do Empreender,2018-02-02,termi,false
23040,2017,2,2017-09-09,Circuito Empresarial - Sebrae - Seminário Inovação no Varejo,Inovar se reinventar,"Adoção da inovação e tecnologia no segmento de varejo, incluindo mobilidade, operação de estoque, centro de distribuição, interatividade e entretenimento, prevenção e perdas e integração de canais.",A tecnologia deve ser uma aliada nesta dinâmica de Inovação,2017-08-20,2017-09-19,Consultora do Empreender,Consultora Empreender e ACE,"Consultora Empreender, Sebrae, PMA e ACE","Transporte, financeiros e horas técnicas.",Consultora do Empreender,2017-09-09,nosub,false
23040,2017,3,2017-09-09,AÇÃO SOCIAL EM PROL DAS CRIANÇAS DO NACCI - NÚCLEO DE APOIO AO COMBATE AO CÂNCER INFANTIL,Além da satisfação em poder contribui para o bem estar dessas crianças.,,Eventos possibilitam promover o trabalho do NS Artesanatos além da satisfação pessoal .,2017-08-10,2018-10-12,Consultora do Empreender,Consultora Empreender,"Consultora Empreender, PMA e ACE","São os recursos humanos, materiais e financeiros que serão necessários para viabilizar o projeto.",Consultora do Empreender,2018-01-12,termi,false
23040,2017,4,2017-09-09,Curso profissional básico em biscuit,Profissional capacitado com técnicas de artesanato com biscuit.,Proventos financeiros gerados.,"Curso profissional básico em biscuit, qualificação profissional.",2017-07-20,2018-05-20,Consultora do Empreender,Consultora Empreender e ACE,"Consultora Empreender, Snac, PMA e ACE",HORAS TÉCNICAS TRABALHADAS.,Consultora do Empreender,2018-01-12,termi,false
23040,2018,1,2018-01-12,VISITA A ASSOCIAÇÃO DE ARTESANATOS DE MARAGOJIPINHO - BAHIA,"Os nucleados buscam conhecimentos práticos ao contexto associativista. 
Melhoria na qualidade dos artesanatos e serviços prestados.","Diversidade de peças produzidas.
 Armazenamentos das peças.
 Organização para vendas externas.
 Estima-se melhorias em até 40% dos processos: Vendas, organização, compra de 
 insumos e etc.","Visibilidade ao turismo a partir do estímulo à arte/artesanato. 
A importância e complexidade das possibilidades de crescimentos.",2017-12-07,2018-03-05,JUCINEIDE FERREIRA DE OLIVEIRA,Consultora Empreender e ACE,"Consultora Empreender, Sebrae, PMA e ACE",Horas técnicas trabalhadas.,Consultora do Empreender,2018-02-02,termi,false
23040,2019,1,2019-06-14,EXPOSIÇÃO NA VILA JUNINA - SÃO JOÃO 2019,#NAME?,Segundo os empresários (as) essa oportunidade trarão olhos voltados para os artesões locais.,Geração de excedentes econômicos e reconhecimentos visando ganhar novos mercados.,2019-02-28,2019-06-25,NS DE ARTESANATOS,CONSULTORA DO EMPREENDER,ACE E PMA,"Transporte, financeiros e horas técnicas.",CONSULTORA DO EMPREENDER,2019-06-14,termi,true
23040,2019,2,2019-06-14,CIRCUITO EMPRESARIAL - MEGA PALESTA -  tema principal: Você Gostaria de ser atendido por você?,Inovar se reinventar.,Melhoria contínua é algo que deve ser buscado diariamente.,"Identificar aspectos que contribuam com a satisfação do cliente, promovendo uma reflexão crítica sob",2019-04-22,2019-06-04,CONSULTORA E ACE,CONSULTORA DO EMPREENDER,ACE E SEBRAE,"Transporte, financeiros e horas técnicas.",CONSULTORA DO EMPREENDER,2019-06-14,termi,true
23040,2019,3,2019-07-14,CURSO DE CONFECÇÃO DE BONECAS DE PANO,Capacitação profissional para a construção do conhecimento técnico especifico.,Alto Índice de Satisfação dos Clientes,CURSO DE CONFECÇÃO DE BONECAS DE PANO,2019-06-10,2019-07-30,NS DE ARTESANATOS,CONSULTORA DO EMPREENDER,"ACE, SENAC E PMA","Para a realização da ação previstas no Plano de Ação, Do CURSO DE CONFECÇÃO DE BONECAS DE PANO, os r",CONSULTORA DO EMPREENDER,2019-07-14,termi,true
23040,2019,4,2019-09-14,Encontro de dirigentes da zona turística caminhos do Vale,Amosta  do artesanatos local - NS,,"NS de Artesanatos, participaram do Encontro de dirigentes da zona turística caminhos do Vale, levara",2019-08-14,2019-08-14,CONSULTORA E ACE,CONSULTORA DO EMPREENDER  E NS,ACE E PMA,HORAS TÉCNICAS  TRABALHADAS,,2019-09-14,,true
23040,2019,5,2019-09-14,A II Jornada Empreendedora do SEBRAE-2019,Objetivo capacitar e trazer soluções aos empreendedores da região.,"A II Jornada Empreendedora, acontece entre os dias 19 e 20 de agosto em Amargosa e, tem por objetivo",Serão dois seminários: Gestão 4.0 sua empresa está preparada? e Minhas Vendas.,2019-08-06,2019-08-20,"CONSULTORA, ACE E SEBRAE",CONSULTORA DO EMPREENDER,,HORAS TÉCNICAS TRABALHADAS,CONSULTORA DO EMPREENDER,2019-09-14,termi,true
23040,2019,6,2019-09-14,1ª Feira de Gastronômica vegana,#NAME?,Segundo os empresários (as) essa oportunidade trarão olhos voltados para os artesões locais.,Geração de excedentes econômicos e reconhecimentos visando ganhar novos mercados.,2019-06-26,2019-08-04,CONSULTORA,CONSULTORA DO EMPREENDER  E NS,ACE E PMA,"Transporte, financeiros e horas técnicas.",CONSULTORA DO EMPREENDER,2019-09-14,termi,true
23040,2019,7,2019-09-14,"Curso de assistente administrativo, técnicas de  Recepção e Qualidade no Atendimento",Qualificação profissão,Alto Índice de Satisfação dos Clientes,"Curso de assistente administrativo, técnicas de  Recepção e Qualidade no Atendimento",2019-08-12,2019-08-20,CONSULTORA E ACE,CONSULTORA DO EMPREENDER,"ACE, SENAC E PMA","os recursos financeiros, humanos e de transporte que possibilitem a viabilidade do mesmo.",,2019-09-14,,true
23041,2017,1,2017-09-01,Plano de Ação 1,,,Plano de atividades com foco em: Qualificação de pessoal e aumento de vendas,2017-03-29,2017-08-16,Niesa Hostalácio,Cleison e Érika,Ace,"Auditório, Data Show, Computador, Som, Listas de presença, Fichas de Avaliação dos Treinamentos, Material para Dinâmica.",Todos,2017-09-01,termi,false
23041,2017,2,2017-09-01,Plano de Ação 2,,,Consultoria empresarial com dicas e experiencias dos empresários para melhoria coletiva nas empresas.,2017-08-16,2017-12-31,José Ronaldo,Empresários,Ace,,Todos,2017-09-01,termi,false
23043,2018,1,2018-04-02,Divulgação do Núcleo e das empresas nucleadas,Visibilidade,,Realizar uma ação em conjunto para gerar visibilidade do núcleo e das empresas,2018-05-01,2018-05-30,Karine Braun,,Revista +MTR,"Foto do grupo de nucleados, Logo das Empresas, Logo do Núcleo, Matéria sobre o Núcleo",,2018-04-02,,false
23043,2018,2,2018-04-02,Seminário de Atualizações 2018 (4 anos NEC),Evento de Comemoração aos 4 anos do núcleo,,Realizar uma ação para visibilidade do núcleo junto aos contadores da cidade,2018-04-01,2018-04-30,Vanessa Casagrande,,,Palestrantes,Karine Braun,2018-04-02,,false
23043,2018,3,2018-04-02,Treinamento sobra área contábil na construção civil,Atualizações sobre contabilidade para construção civil,,Realizar um treinamento sobre a área contábil para clientes da construção civil,2018-05-01,2018-05-30,Karine Braun,Paulo Joli - Palestrante,,,,2018-04-02,,false
23043,2018,4,2018-04-02,Elaboração Cartilha para MEI,Divulgar o núcleo para os empreendedores MEI,,Confeccionar uma cartilha com dicas para Micro Empresário individual,2018-04-01,2018-04-30,NEC,,,,Karine Braun,2018-04-02,,false
23043,2018,5,2018-04-02,Boas práticas,Possibilitar troca entre os nucleados,,"Possibilitar a troca entre os escritórios contábeis do núcleo, as boas práticas praticadas",2018-02-10,2018-12-20,NEC,,,,Karine Braun,2018-04-02,,false
23043,2018,6,2018-04-02,Capacitação das empresas para licitações,Capacitar as empresas para licitações,,Realizar a capacitação das empresas que queiram participar de licitações,2018-07-01,2018-07-30,Observatório Social,,Observatório Social,,,2018-04-02,,false
23043,2018,7,2018-04-02,E- social para empresários,Explicar o e-social para empresários,,Realizar uma capacitação para empresários,2018-06-01,2018-06-30,Karine Braun,,,,,2018-04-02,,false
23043,2018,8,2018-04-02,"EFD, Reinf","Revisar as mudanças e obrigatoriedades do EFD, Reinf",,"Revisar as mudanças e obrigatoriedades do EFD, Reinf",2018-08-01,2018-08-30,Karine Braun,,,,,2018-04-02,,false
23043,2018,9,2018-04-03,Palestra sobre e-social para estudantes,Explicar o e-social para estudantes da área contábil,,Realizar uma capacitação para estudantes da área contábil,2018-04-01,2018-04-30,Karine Braun,,Faculdade Cesuca,,,2018-04-03,,false
23043,2018,10,2018-04-03,E - social: Obrigações de 2019 - 2ª Etapa,Revisar a 2ª etapa de mudanças do e-social,,Realizar uma capacitação para a 2ª etapa de mudanças do e-social,2018-08-01,2018-08-30,Karine Braun,,,,,2018-04-03,,false
23043,2018,11,2018-04-03,Consultoria Financeira para associados da ACC,Prestar consultoria aos associados da ACC,,Prestar 1 hora de condultoria gratuita para os associados da ACC conforme,2018-06-01,2018-12-20,Karine Braun,,,,,2018-04-03,,false
23048,2017,1,2017-09-13,ESCLARECIMENTOS REGRAS VIGILÂNCIA SANITÁRIA,TIVEMOS A VISITA DO COORDENADOR DA VIGILÂNCIA SANITÁRIA ESCLARECENDO SOBRE AS EXIGÊNCIAS DA FISCALIZAÇÃO DO MUNICIPIO,,O NUCLEO SOLICITA O ESCLARECIMENTO DAS EXIGENCIAS DA VIGILANCIA SANITARIA FEITA NAS VISITAS AOS SALOES,2017-05-30,2017-06-19,SANTYAGO,,PREFEITURA,,,2017-09-13,termi,false
23048,2017,2,2017-09-13,CONSULTORIA JURIDICA EM LEIS TRABALHISTAS,DR.FERNANDO BERBARDES ESCLARECEU TODAS AS DUVIDAS DOS PRESENTES.,,FORAM LEVANTADAS 16 QUESTÕES REFERENTES A DUVIDAS QUANTO AS LEIS TRABALHISTAS QUE ATRAVES DO ADVOGADO OFERECIDO PELA ACIP AOS SEUS ASSOCIADOS,2017-05-30,2017-09-12,AGNALDO,,BERNARDES ADVOGADOS,TELEFONE E SALA DE REUNIÕES,,2017-09-13,termi,false
